listing.id,listing.user.id,listing.is_superhost,listing.city,listing.name,listing.property_type_id,listing.room_and_property_type,listing.space_type,listing.avg_rating,listing.reviews_count,listing.picture_count,listing.bathrooms,listing.bedrooms,listing.beds,listing.person_capacity,listing.cancel_policy,listing.is_new_listing,listing.lat,listing.lng,listing.max_nights,listing.min_nights,pricing_quote.can_instant_book,pricing_quote.monthly_price_factor,pricing_quote.rate.amount,pricing_quote.weekly_price_factor
35875877,207888136,False,Midland,Nice 3 bedroom 2 car garage sleeps 6!!,2,Entire house,Entire house,3.33,3,16,2.0,3,5.0,6,CANCEL_FLEXIBLE,False,31.98528,-102.13941,1125,1,True,1.0,150.0,1.0
31054940,231973865,True,Midland,"Executive Charm: 3 bedrooms, 2 baths, 2 car garage",2,Entire house,Entire house,4.95,40,18,2.0,3,3.0,6,CANCEL_MODERATE,False,31.99298,-102.13849,31,2,True,0.8,239.0,0.9
40616219,41916063,True,Midland,North Midland 2 bedroom,1,Entire apartment,Entire apartment,,0,7,2.0,2,2.0,4,CANCEL_MODERATE,False,32.05798,-102.0794,30,3,True,1.0,145.0,1.0
30927300,155660794,True,Midland,Charming cozy cottage in historic neighborhood,40,Entire guesthouse,Entire guesthouse,5.0,7,10,0.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01232,-102.08978,7,1,False,1.0,190.0,0.9
41339819,41916063,True,Midland,2 bedroom North Midland,1,Entire apartment,Entire apartment,,0,4,2.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.05254,-102.13178,30,3,True,1.0,120.0,1.0
43187420,41916063,True,Midland,Ballpark 1 bedroom,1,Entire apartment,Entire apartment,,0,6,1.0,1,1.0,2,CANCEL_FLEXIBLE,True,31.99145,-102.16079,30,3,True,1.0,75.0,1.0
40138596,41916063,True,Midland,North Midland 3 bedroom,1,Entire apartment,Entire apartment,,0,6,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.05837,-102.08096,30,3,True,1.0,180.0,1.0
30266381,207888136,False,Midland,Beautiful 1 bedroom apartment!1,1,Entire apartment,Entire apartment,3.86,7,8,1.0,1,2.0,1,CANCEL_FLEXIBLE,False,32.00904,-102.08037,1125,1,True,1.0,69.0,1.0
30266066,207888136,False,Midland,Beautiful 1 bedroom apartment7,1,Entire apartment,Entire apartment,4.25,8,8,1.0,1,2.0,1,CANCEL_FLEXIBLE,False,32.00741,-102.08205,1125,1,True,1.0,69.0,1.0
39865028,306982208,False,Midland,~Prime Location+Professionally Cleaned/Disinfected,2,Entire house,Entire house,5.0,4,17,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.99407,-102.14607,21,3,False,0.82,99.0,0.9
42670918,266063094,False,Midland,Free Breakfast. Pool & Hot Tub. King Suite. Near the new Chevron and Oxy campuses!,37,Entire condominium,Entire condominium,,0,17,1.0,1,1.0,2,CANCEL_MODERATE,False,31.99528,-102.16115,14,2,True,1.0,159.0,1.0
42670649,266063094,False,Midland,Free Breakfast. Pool & Hot Tub. Great Location! Near the new Chevron and Oxy campuses,37,Entire condominium,Entire condominium,,0,18,2.0,2,3.0,6,CANCEL_MODERATE,False,31.99317,-102.15997,14,2,True,1.0,229.0,1.0
33042346,207888136,False,Midland,Beautiful 3 bedroom house! Great corporate rental!,2,Entire house,Entire house,4.0,7,17,2.0,3,5.0,6,CANCEL_FLEXIBLE,False,32.02697,-102.12741,1125,1,True,1.0,169.0,1.0
35647005,153682556,True,Midland,Right At Home-Moulin Rouge,2,Entire house,Entire house,4.89,19,41,2.0,3,3.0,6,CANCEL_FLEXIBLE,False,32.01758,-102.10647,1125,1,False,1.0,225.0,1.0
43381713,115064741,False,Midland,"New High End RV, Fully Furnished, Peace and Quiet",32,Camper/RV,Camper/RV,,0,11,1.0,1,2.0,4,CANCEL_FLEXIBLE,True,31.97082,-101.99463,60,1,True,0.9,80.0,0.95
32691518,153682556,True,Midland,Right At Home-French Chateau,2,Entire house,Entire house,4.9,58,40,2.5,4,4.0,8,CANCEL_FLEXIBLE,False,32.0287,-102.15999,1125,1,False,0.82,395.0,0.88
38549524,207888136,False,Midland,Quaint 3 bedroom apartment!,1,Entire apartment,Entire apartment,5.0,3,12,2.0,3,5.0,6,CANCEL_FLEXIBLE,False,32.00734,-102.08056,1125,1,True,1.0,119.0,1.0
40157281,279227964,False,Midland,Two private rooms with private bathroom,2,Private room in house,Private room,,2,12,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.02806,-102.13253,2,1,True,0.8,90.0,0.9
43302461,342643084,False,Midland,Private 1BR Apt Home in Midland,47,Entire serviced apartment,Entire apartment,,0,19,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.02814,-102.15834,1125,30,False,1.0,51.0,1.0
30823119,230561314,False,Midland,Luxury Room  +  Private Toilet/Bath Walk-in closet,1,Private room in apartment,Private room,4.63,8,12,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,32.00343,-102.13752,1125,3,False,0.9,75.0,0.95
42670623,266063094,False,Midland,King Suite. Free Breakfast. Pool & Hot Tub. Near the new Chevron and Oxy campuses!,47,Entire serviced apartment,Entire apartment,,0,16,1.0,0,1.0,2,CANCEL_MODERATE,False,31.99341,-102.16003,14,2,True,1.0,152.0,1.0
37362254,143346325,False,Midland,Private room with own restroom (room 3),2,Private room in house,Private room,,2,8,1.0,1,2.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.98232,-102.07336,1125,3,True,0.85,55.0,0.92
42670412,266063094,False,Midland,King Suite. Free Breakfast. Pool & Hot Tub. Great for Business Travelers!,47,Entire serviced apartment,Entire apartment,,0,16,1.0,0,1.0,2,CANCEL_MODERATE,False,31.99455,-102.16204,14,2,True,1.0,146.0,1.0
36738259,153682556,True,Midland,Right At Home- El Toro,2,Entire house,Entire house,4.43,7,17,2.0,4,6.0,8,CANCEL_FLEXIBLE,False,32.03122,-102.11346,1125,1,False,1.0,295.0,1.0
30265913,227308240,True,Midland,West Texas Charm,2,Private room in house,Private room,5.0,15,11,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.0182,-102.16381,30,1,True,1.0,85.0,0.82
41928263,29685105,False,Midland,1800' Well updated and maintained home,2,Private room in house,Private room,,2,12,1.0,0,1.0,1,CANCEL_FLEXIBLE,False,32.01531,-102.14974,1125,3,True,0.85,50.0,0.95
43008619,41916063,True,Midland,1st floor Beauty,1,Entire apartment,Entire apartment,,1,4,1.0,1,1.0,2,CANCEL_FLEXIBLE,True,32.03736,-102.12238,1125,1,True,1.0,95.0,1.0
29004103,149309678,True,Midland,Western Hills - Corporate/Family House,2,Entire house,Entire house,4.88,24,15,2.0,3,4.0,8,CANCEL_FLEXIBLE,False,31.9725,-102.14246,1125,1,True,0.8,143.0,0.9
41371647,11656777,False,Midland,Riverwind A -  Your Other Home -  Luxury Exec 2BR,2,Entire house,Entire house,,1,52,2.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.02978,-102.1151,1125,1,True,0.8,125.0,0.85
25778459,187523928,True,Midland,A place to call home Apt#1,1,Entire apartment,Entire apartment,4.96,80,16,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,32.02258,-102.12048,90,1,True,1.0,110.0,0.88
36425577,273873125,False,Midland,Cozy studio back home in town,40,Entire guesthouse,Entire guesthouse,4.5,8,6,1.0,0,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.9842,-102.09874,1125,1,True,0.75,39.0,0.96
36839389,254608133,True,Midland,Midland Art Gallery,36,Entire townhouse,Entire townhouse,4.71,17,12,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.02087,-102.08274,1125,1,False,1.0,90.0,1.0
21700067,149309678,True,Midland,"Northgate 3bed, 2bath, 2 car garage home",2,Entire house,Entire house,4.82,56,14,2.0,3,3.0,6,CANCEL_MODERATE,False,32.02526,-102.15564,1125,1,True,0.8,143.0,0.9
43215061,153682556,True,Midland,Right At Home-Midland Retreat,2,Entire house,Entire house,,1,34,2.0,4,4.0,8,CANCEL_FLEXIBLE,True,32.05422,-102.13477,1125,1,False,1.0,149.0,1.0
42839821,341030691,False,Midland,Corporate Retreat - North Midland,2,Entire house,Entire house,,2,27,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.07964,-102.07881,5,2,True,1.0,95.0,1.0
43325536,342643084,False,Midland,Comfort Abounds at 2BR/2BA in Midland,47,Entire serviced apartment,Entire apartment,,0,29,2.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,75.0,1.0
43302467,342643084,False,Midland,Comfort Abounds at 3BR/2BA in Midland,47,Entire serviced apartment,Entire apartment,,0,19,2.0,3,3.0,7,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.02814,-102.15834,1125,30,True,1.0,92.0,1.0
39461909,302762155,False,Midland,Spacious Midland Suite + Central Location,1,Entire apartment,Entire apartment,4.6,10,19,2.0,2,3.0,5,CANCEL_FLEXIBLE,False,32.03444,-102.13572,90,1,True,0.8,65.0,0.9
43485490,295462199,False,Midland,Nice and comfortable room #3,2,Private room in house,Private room,,0,6,1.0,1,0.0,1,CANCEL_FLEXIBLE,True,31.9818,-102.07503,180,1,True,1.0,30.0,1.0
20666571,28980408,True,Midland,The Hangar,2,Entire house,Entire house,4.6,53,13,2.0,3,4.0,6,CANCEL_MODERATE,False,31.99054,-102.09722,14,1,False,0.8,115.0,0.8
38705412,258887301,True,Midland,Traveler's Edge,2,Entire house,Entire house,5.0,20,25,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.02311,-102.10983,1125,2,True,0.86,135.0,0.9
24133246,22043709,False,Midland,Loft overlooking Tall City,35,Entire loft,Entire loft,4.89,163,6,1.0,1,1.0,2,CANCEL_MODERATE,False,32.00068,-102.08784,1125,1,True,0.9,100.0,1.0
33691159,80824187,True,Midland,Cozy 3 Bedroom Home Close to Downtown + I20,2,Entire house,Entire house,4.94,69,11,1.0,3,3.0,5,CANCEL_FLEXIBLE,False,31.98778,-102.09306,5,1,False,1.0,99.0,1.0
39750109,302762155,False,Midland,Cozy Midland Flat + Pool,1,Entire apartment,Entire apartment,4.5,4,28,1.0,1,2.0,3,CANCEL_FLEXIBLE,False,31.98837,-102.14925,90,1,True,0.8,55.0,0.9
43468405,11656777,False,Midland,Riverwind B - Your Other Home - Luxury Exec 2 BR,2,Entire house,Entire house,,0,30,2.0,2,2.0,4,CANCEL_FLEXIBLE,True,32.0297,-102.11363,1125,1,True,0.83,125.0,0.9
39992116,41669328,True,Midland,"Cedar Cottage - Quaint, Quiet, Quality",40,Entire guesthouse,Entire guesthouse,4.75,8,14,1.0,1,2.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01577,-102.07725,1125,1,False,0.75,52.0,0.92
27235920,205129345,False,Midland,Home away from home,2,Private room in house,Private room,,0,4,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,32.00897,-102.13445,1125,60,True,0.6,40.0,0.8
33248681,250352128,True,Midland,Comfort and cozy while away from home.,2,Private room in house,Private room,5.0,15,18,1.5,1,1.0,2,CANCEL_FLEXIBLE,False,31.98532,-102.13348,5,1,True,0.75,60.0,0.9
35517620,143346325,False,Midland,"Two bedroom home, few miles from downtown Midland",2,Entire house,Entire house,5.0,3,15,1.0,2,2.0,4,CANCEL_MODERATE,False,31.98379,-102.07461,1125,3,True,0.78,85.0,0.91
24917313,22043709,False,Midland,Downtown Cottage,2,Entire house,Entire house,4.95,55,9,1.0,1,1.0,3,CANCEL_MODERATE,False,31.99921,-102.08919,1125,1,True,1.0,150.0,1.0
43365686,110379062,False,Midland,Beautiful 3Bed 2Bath home minutes from brewery,2,Entire house,Entire house,,0,39,2.0,3,3.0,4,CANCEL_FLEXIBLE,True,32.00498,-102.12304,1125,2,True,1.0,120.0,1.0
35741024,224560380,True,Midland,Sunflower Cottage - 1 Queen bed with sleeper sofa,60,Entire cottage,Entire cottage,4.91,23,7,1.0,0,1.0,3,CANCEL_FLEXIBLE,False,31.99928,-102.09672,1125,1,True,0.85,75.0,0.85
43465853,305560509,False,Midland,Time to relax ðŸ¤©,1,Entire apartment,Entire apartment,,0,7,1.0,1,1.0,4,CANCEL_FLEXIBLE,True,31.98279,-102.05648,3,1,True,0.6,60.0,0.8
35910894,250586284,True,Midland,Cozy Chalet - Studio with Private Entrance,53,Entire guest suite,Entire guest suite,4.77,22,9,1.0,0,3.0,4,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.02296,-102.08777,1125,1,False,0.95,54.0,0.97
33314403,124474337,False,Midland,Cozy Room in Midland Apartment,1,Private room in apartment,Private room,5.0,6,9,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.0205,-102.08866,30,2,True,0.8,60.0,0.9
23006099,73796620,True,Midland,The Zen House,2,Entire house,Entire house,4.86,29,9,1.0,0,2.0,4,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01345,-102.07886,1125,3,True,0.8,95.0,0.85
29858603,224560380,True,Midland,Tall City Texan,1,Entire apartment,Entire apartment,4.9,91,10,1.0,0,1.0,2,CANCEL_FLEXIBLE,False,31.9984,-102.09642,1125,1,True,1.0,70.0,0.9
42682984,187523928,True,Midland,A place to call home Apt#2,1,Entire apartment,Entire apartment,5.0,7,16,1.0,0,1.0,2,CANCEL_FLEXIBLE,False,32.02291,-102.12051,28,1,True,0.9,75.0,0.95
38594259,153682556,True,Midland,Right At Home-Midland Manor,2,Entire house,Entire house,4.97,29,29,3.0,4,5.0,8,CANCEL_FLEXIBLE,False,32.03643,-102.16642,1125,1,False,0.9,149.0,0.9
25668935,13604215,True,Midland,Rustic Lodge #2: Superhost- Best Value in Midland!,2,Private room in house,Private room,4.95,81,11,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01767,-102.1743,30,2,False,0.82,39.0,0.9
36764550,206713988,True,Midland,"The Robbins Nest B-New Beds, Grill & Outdoor Sink",36,Entire townhouse,Entire townhouse,4.86,28,48,1.0,2,2.0,5,CANCEL_FLEXIBLE,False,32.02437,-102.0855,21,2,False,0.92,80.0,0.96
43037560,258887301,True,Midland,The Grand Voyage,2,Entire house,Entire house,5.0,3,34,2.0,3,,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.03971,-102.11555,1125,2,True,0.88,141.0,0.9
23293151,108682577,True,Midland,Quiet and Comfortable,2,Private room in house,Private room,4.75,8,7,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,32.02894,-102.06912,1125,7,True,0.67762,37.0,0.82553
21246888,20357728,False,Midland,TÃ¶rzs Agave - Blue Agave Room,2,Private room in house,Private room,4.33,7,3,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.98823,-102.09839,31,1,False,0.85,35.0,0.9
33336159,174750939,True,Midland,Cozy Beautiful Modern Loft!,37,Entire condominium,Entire condominium,4.95,40,13,1.5,1,1.0,2,CANCEL_FLEXIBLE,False,32.0382,-102.13251,1125,2,True,0.83,125.0,0.83
24463147,13604215,True,Midland,Rustic Lodge #1: Superhost- Best Value in Midland!,2,Private room in house,Private room,4.89,119,13,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01781,-102.17376,30,2,False,0.86,38.0,0.93
31927913,153682556,True,Midland,Right At Home- safari game room,2,Entire house,Entire house,4.88,24,39,2.0,3,5.0,8,CANCEL_FLEXIBLE,False,32.02762,-102.11855,1125,1,False,1.0,99.0,1.0
42939367,53291951,False,Midland,Modern! Ready to entertain and relaxing Oasis!!,2,Entire house,Entire house,,2,56,2.0,3,5.0,10,CANCEL_FLEXIBLE,True,32.00082,-102.12762,30,1,True,0.8,99.0,0.9
32738636,221562923,True,Midland,Quiet Escape,2,Private room in house,Private room,4.95,95,9,1.0,1,1.0,1,CANCEL_MODERATE,False,31.98678,-102.16876,5,1,False,1.0,40.0,1.0
31653418,237329398,False,Midland,"Private room.Comfy,affordable,family friendly,cozy",1,Private room in apartment,Private room,4.54,24,17,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,32.00531,-102.13782,1125,1,True,0.85,33.0,0.89
43325535,342643084,False,Midland,2BR/1BA luxury apt centrally located in Midland,47,Entire serviced apartment,Entire apartment,,0,29,1.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,66.0,1.0
35905066,270019076,True,Midland,Tall City Oasis - relax with all the amenities!,36,Entire townhouse,Entire townhouse,5.0,18,13,2.5,2,2.0,4,CANCEL_FLEXIBLE,False,32.00371,-102.15024,1125,1,False,0.71,95.0,0.85
39751044,302762155,False,Midland,Brand New Midland Flat + Pool,1,Entire apartment,Entire apartment,4.67,9,25,1.0,1,2.0,3,CANCEL_FLEXIBLE,False,31.98821,-102.14982,90,1,True,0.8,55.0,0.9
34289304,258887301,True,Midland,*2020 Airbnb of the Year* - Cedar Social,2,Entire house,Entire house,5.0,29,36,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.99412,-102.10254,1125,2,True,0.9,174.0,0.91
28431270,214632468,True,Midland,"PRIVATE 600 sq.ft. wing w/ 2 bed, 1 bath, & living",2,Private room in house,Private room,4.87,99,18,1.0,2,3.0,4,CANCEL_FLEXIBLE,False,31.98966,-102.08886,26,1,True,0.75,62.0,0.9
42597991,264055558,False,Midland,Jayco Jayflight 3 Midland Tx,1,Entire apartment,Entire apartment,,1,25,1.0,2,0.0,2,CANCEL_FLEXIBLE,False,31.92839,-102.09603,65,5,True,0.62,49.0,0.82
20071596,16927190,True,Midland,Your Home Away From Home,2,Entire house,Entire house,4.95,63,13,2.0,3,4.0,7,CANCEL_MODERATE,False,32.01619,-102.16612,1125,2,True,0.7,159.0,0.8
43325537,342643084,False,Midland,1BR with hotel like amenities in Midland,47,Entire serviced apartment,Entire apartment,,0,29,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,54.0,1.0
13174647,28980408,True,Midland,Air Bnbâ€™s Most Wish listed in Midland!,2,Entire house,Entire house,4.93,153,17,1.0,2,2.0,4,CANCEL_MODERATE,False,32.00018,-102.10019,1125,1,False,0.8,145.0,0.85
27430448,206713988,True,Midland,"The Robbins Nest A-Bright & Clean Home, New Grill",36,Entire townhouse,Entire townhouse,4.98,90,40,1.0,2,2.0,5,CANCEL_FLEXIBLE,False,32.02483,-102.0851,35,2,False,0.92,80.0,0.96
39341074,30881189,False,Midland,Wadley Barron Guest House,40,Entire guesthouse,Entire guesthouse,4.79,24,11,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,32.00773,-102.08537,15,1,True,1.0,75.0,1.0
20712472,134405721,True,Midland,My Home is Your Home II (Mi Casa es Su Casa II),2,Private room in house,Private room,4.77,62,14,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,32.02521,-102.07832,1125,1,True,0.85,40.0,0.9
20947533,149309678,True,Midland,"North Midland: 3/2 w office, kitchen, POOL, patio",2,Entire house,Entire house,5.0,18,52,2.0,3,3.0,6,CANCEL_MODERATE,False,32.04048,-102.1173,1125,1,True,0.7,338.0,0.9
28488645,41669328,True,Midland,Spacious+Comfy+Convenient - Relax after a Long Day,2,Entire house,Entire house,5.0,56,44,2.0,3,3.0,7,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.98436,-102.16442,29,1,False,0.8,166.0,0.92
26784713,153682556,True,Midland,Right at Home - Midland Corporate,2,Entire house,Entire house,4.83,23,43,2.0,3,4.0,6,CANCEL_FLEXIBLE,False,32.01751,-102.11475,1125,1,False,1.0,99.0,1.0
40711685,42942155,True,Midland,Fannin House,2,Entire house,Entire house,5.0,4,23,2.0,3,3.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01881,-102.11062,60,3,True,0.75,169.0,0.9
41480326,174750939,True,Midland,Cozy Quaint Comfy Cottage,2,Entire house,Entire house,4.75,4,14,2.0,3,3.0,6,CANCEL_FLEXIBLE,False,31.99985,-102.10499,1125,2,True,1.0,130.0,1.0
36205037,37799859,False,Midland,"Cowboy Dan, West Texas Retreat",2,Entire house,Entire house,4.67,30,15,2.0,3,3.0,6,CANCEL_FLEXIBLE,False,31.93193,-102.08095,30,2,True,0.85,85.0,0.9
33775798,254608133,True,Midland,Midland Art Studio Retreat,36,Entire townhouse,Entire townhouse,4.8,60,19,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.02163,-102.08454,1125,1,False,0.81,90.0,0.86
42049604,94803899,False,Midland,Cozy Relaxing Place,2,Private room in house,Private room,5.0,3,7,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,32.02364,-102.07738,7,1,True,1.0,55.0,1.0
37183639,268975793,True,Midland,"Rancher Guesthouse, Greenwood with pool & hot tub",40,Entire guesthouse,Entire guesthouse,5.0,27,17,1.0,2,2.0,7,CANCEL_MODERATE,False,32.02268,-101.9133,1125,5,False,0.8,90.0,0.9
40065270,272845302,True,Midland,Small Cozy Mid-town home,2,Entire house,Entire house,4.81,27,19,2.0,3,3.0,7,CANCEL_FLEXIBLE,False,31.99099,-102.10418,60,2,True,0.85,95.0,0.9
23812456,13604215,True,Midland,Rustic Lodge #3: Superhost- Best Value in Midland!,2,Private room in house,Private room,4.85,71,13,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01632,-102.17248,30,2,False,0.86,38.0,0.93
43141490,119714968,False,Midland,Industrial Style Guest House,40,Entire guesthouse,Entire guesthouse,5.0,3,19,1.0,0,1.0,2,CANCEL_FLEXIBLE,False,31.99575,-102.09334,1125,3,False,0.8,70.0,1.0
35083129,264270583,False,Midland,Loop House,1,Private room in apartment,Private room,4.43,7,5,1.0,1,1.0,1,CANCEL_MODERATE,False,32.03876,-102.12253,1125,1,True,0.64285,50.0,0.84852
43325540,342643084,False,Midland,1BR w/ spectacular location in Midland,47,Entire serviced apartment,Entire apartment,,0,29,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,58.0,1.0
43302464,342643084,False,Midland,2BR/2BA with onsite gym in Midland,47,Entire serviced apartment,Entire apartment,,0,19,2.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.02814,-102.15834,1125,30,True,1.0,79.0,1.0
30674446,90548425,False,Midland,"Excellent Safe area! Private, Charming garage apt.",47,Entire serviced apartment,Entire apartment,4.32,25,8,1.0,1,2.0,4,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,32.01076,-102.1121,1125,3,True,0.9,45.0,1.0
