listing.id,listing.user.id,listing.is_superhost,listing.city,listing.name,listing.property_type_id,listing.room_and_property_type,listing.space_type,listing.avg_rating,listing.reviews_count,listing.picture_count,listing.bathrooms,listing.bedrooms,listing.beds,listing.person_capacity,listing.cancel_policy,listing.is_new_listing,listing.lat,listing.lng,listing.max_nights,listing.min_nights,pricing_quote.can_instant_book,pricing_quote.monthly_price_factor,pricing_quote.rate.amount,pricing_quote.weekly_price_factor
43325534,342643084,False,Midland,Comfort Abounds at 1BR in Midland,47,Entire serviced apartment,Entire apartment,,0,29,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,52.0,1.0
39750311,302762155,False,Midland,Relaxing Midland Suite + Pool,1,Entire apartment,Entire apartment,4.33,3,23,1.0,1,2.0,3,CANCEL_FLEXIBLE,False,31.98706,-102.1491,90,1,True,0.8,55.0,0.9
34837782,156780693,False,Midland,Cozy Guest Suite - See discounted rates,2,Private room in house,Private room,4.76,37,11,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,32.0062,-102.14561,1125,1,True,0.9,32.0,0.95
28360311,11656777,False,Midland,"Your Other Home - Peaceful, Gorgeous Luxury 3BR",2,Entire house,Entire house,5.0,30,37,2.5,3,3.0,6,CANCEL_FLEXIBLE,False,32.0189,-102.13537,30,1,True,0.8,168.0,0.85
26774762,201316675,True,Midland,The Eagles Nest,37,Entire condominium,Entire condominium,4.84,104,9,1.5,2,2.0,4,CANCEL_FLEXIBLE,False,31.99459,-102.11112,336,1,True,0.55,85.0,0.65
33394167,250352128,True,Midland,"Private bedroom, comfortable and cozy.",2,Private room in house,Private room,4.88,8,18,1.5,1,1.0,2,CANCEL_FLEXIBLE,False,31.98492,-102.133,5,1,True,0.8,60.0,0.9
9465528,20357728,False,Midland,TÃ¶rzs Agave - The Century Agave Room,2,Private room in house,Private room,4.7,338,15,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.98836,-102.09839,31,1,True,0.85,35.0,0.9
36882220,224560380,True,Midland,Orient XPress- Private 1 Bedroom with sleeper sofa,1,Entire apartment,Entire apartment,4.92,36,8,1.0,1,1.0,4,CANCEL_FLEXIBLE,False,31.99859,-102.0987,1125,1,True,1.0,75.0,1.0
27930422,11656777,False,Midland,Your Other Home -  2BR Peaceful Beautiful Luxury,2,Entire house,Entire house,5.0,45,32,2.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.03166,-102.12494,30,1,True,0.8,169.0,0.85
42597142,264055558,False,Midland,Freedom Spirit Midland 6,1,Entire apartment,Entire apartment,,1,7,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.93977,-102.03281,65,5,True,0.76,39.0,0.95
34039527,231973865,True,Midland,"The ""Blessed Cottage""...",2,Entire house,Entire house,4.85,26,8,2.0,3,3.0,6,CANCEL_MODERATE,False,31.99251,-102.08562,31,2,False,0.75,85.0,0.85
42712121,119714968,False,Midland,Cozy Upstairs Loft Apartment A,1,Entire apartment,Entire apartment,,0,7,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,31.99011,-102.0666,1125,2,True,0.67,99.0,0.9
35544475,250352128,True,Midland,Clean and cozy,2,Private room in house,Private room,5.0,17,23,1.5,1,1.0,2,CANCEL_FLEXIBLE,False,31.98508,-102.13461,5,1,True,0.84,60.0,0.84
39462211,302762155,False,Midland,Spacious Flat in the Heart of Midland,1,Entire apartment,Entire apartment,3.75,12,14,2.0,2,3.0,5,CANCEL_FLEXIBLE,False,32.03429,-102.13427,90,1,True,0.8,65.0,0.9
43325538,342643084,False,Midland,2BR/2BA with hotel like amenities in Midland,47,Entire serviced apartment,Entire apartment,,0,29,2.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,69.0,1.0
43302460,342643084,False,Midland,Everything You Need | 2BR/2BA in Midland,47,Entire serviced apartment,Entire apartment,,0,19,2.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.02814,-102.15834,1125,30,True,1.0,72.0,1.0
32962047,244181886,True,Midland,Cozy and clean,2,Private room in house,Private room,5.0,18,4,1.0,2,2.0,2,CANCEL_FLEXIBLE,False,32.01543,-102.16771,1125,1,True,0.75,95.0,0.9
42181584,64077873,True,Midland,Desert Farm Studio,53,Entire guest suite,Entire guest suite,5.0,13,28,1.0,0,1.0,2,CANCEL_FLEXIBLE,False,31.97995,-102.13723,1125,1,True,0.8,65.0,0.85
24987786,18752505,True,Midland,Central Midland Private Bedroom & Bathroom,36,Private room in townhouse,Private room,4.87,83,22,1.0,1,1.0,2,CANCEL_MODERATE,False,32.01781,-102.08754,31,2,True,0.85,70.0,0.92
37752205,199609196,False,Midland,"* Cozy, private Guest suite w/Hot Tub-in Downtown!",40,Entire guesthouse,Entire guesthouse,4.75,4,9,1.0,1,1.0,4,CANCEL_MODERATE,False,32.00964,-102.0817,1125,2,True,0.65,100.0,0.82
30266335,207888136,False,Midland,Beautiful 1 bedroom apartment!6,1,Entire apartment,Entire apartment,4.65,17,8,1.0,1,2.0,1,CANCEL_FLEXIBLE,False,32.00871,-102.08159,1125,1,True,1.0,59.0,1.0
19208330,134405721,True,Midland,My Home is Your Home (Mi Casa es Su Casa),2,Private room in house,Private room,4.78,157,20,1.0,1,2.0,2,CANCEL_FLEXIBLE,False,32.02404,-102.07733,1125,1,True,0.85,40.0,0.9
34232941,258456090,True,Midland,Grace Manor,36,Entire townhouse,Entire townhouse,5.0,30,19,2.5,3,3.0,6,CANCEL_FLEXIBLE,False,32.02857,-102.13082,1125,1,True,0.8,200.0,0.9
21560778,156780693,False,Midland,Quiet Guest Suite - See Discount Rates,2,Private room in house,Private room,4.79,140,15,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,32.00513,-102.14628,1125,1,True,0.9,30.0,0.95
42198220,181836605,False,Midland,The  Course,36,Entire townhouse,Entire townhouse,4.88,8,23,2.0,2,2.0,4,CANCEL_FLEXIBLE,False,32.0133,-102.14734,1125,1,True,1.0,69.0,1.0
43325539,342643084,False,Midland,2BR/1BA resort style building in Midland,47,Entire serviced apartment,Entire apartment,,0,29,1.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,32.03604,-102.08016,1125,30,True,1.0,70.0,1.0
40917916,77533936,False,Midland ,Brand new - super comfy bed!,32,Camper/RV,Camper/RV,5.0,6,7,1.0,1,2.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.91809,-101.91463,1125,5,True,0.9,55.0,0.95
38190396,264055558,False,Midland ,Everest 5th wheel in Midland Tx 10,1,Entire apartment,Entire apartment,,2,20,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.94126,-102.03227,28,5,True,0.63,50.0,0.86
22654579,91604181,False,Odessa,The Bowie House,2,Entire house,Entire house,4.7,53,15,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.86238,-102.38634,1125,2,False,0.85,139.0,0.95
42670160,266063094,False,Odessa,Free Breakfast. Outdoor Pool. Gym. Quick Drive to the University of Texas Permian Basin!,47,Entire serviced apartment,Entire apartment,,0,13,1.0,0,1.0,2,CANCEL_MODERATE,False,31.85607,-102.32002,14,2,True,1.0,188.0,1.0
29961786,210949544,True,Odessa,Private spare bedroom #2,2,Private room in house,Private room,4.93,30,9,1.0,1,0.0,2,CANCEL_FLEXIBLE,False,31.93211,-102.30163,1125,1,True,1.0,35.0,1.0
38481118,207888136,False,Odessa,Charming 1 bedroom house!,2,Entire house,Entire house,3.75,4,14,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.84397,-102.38125,1125,1,True,1.0,89.0,1.0
38982465,24951414,False,Odessa,Private Room with 2 Twin Beds and fast WiFi,2,Private room in house,Private room,,0,8,1.0,1,2.0,2,CANCEL_FLEXIBLE,False,31.92341,-102.36926,1125,7,True,1.0,45.0,1.0
36133118,271779323,False,Odessa,RDS Ranch,2,Entire house,Entire house,4.7,10,8,4.5,5,6.0,12,CANCEL_MODERATE,False,31.85274,-102.41126,1125,3,True,1.0,300.0,1.0
37358550,281474647,False,Odessa,Regal Executive Townhome,2,Private room in house,Private room,,0,1,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.88182,-102.33257,1125,1,True,0.55,75.0,0.8
27657453,104146604,True,Odessa,Monclair,2,Private room in house,Private room,4.88,8,3,1.0,1,1.0,1,CANCEL_MODERATE,False,31.88613,-102.33627,90,5,True,1.0,29.0,1.0
30470038,207888136,False,Odessa,Great 4 bedroom corporate rental!,2,Entire house,Entire house,3.71,8,12,3.0,4,5.0,8,CANCEL_FLEXIBLE,False,31.85227,-102.3866,1125,1,True,1.0,179.0,1.0
38214998,41916063,True,Odessa,2 bedroom Villa,1,Entire apartment,Entire apartment,,1,5,2.0,2,2.0,4,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.90467,-102.33373,30,3,True,1.0,175.0,1.0
41346438,153682556,True,Odessa,Right At Home-East Odessa Luxury Lodging,2,Entire house,Entire house,5.0,3,46,2.0,4,4.0,8,CANCEL_MODERATE,False,31.89091,-102.2989,1125,1,False,1.0,149.0,1.0
42670151,266063094,False,Odessa,Free Breakfast. Outdoor Pool. Gym. Great for Business Travelers!,47,Entire serviced apartment,Entire apartment,,0,12,1.0,0,1.0,2,CANCEL_MODERATE,False,31.85833,-102.31841,14,2,True,1.0,188.0,1.0
40592606,314531796,False,Odessa,"Rv x renta, accesible localizaciÃ³n. Near downtown",32,Camper/RV,Camper/RV,,2,11,1.0,1,4.0,2,CANCEL_FLEXIBLE,False,31.85483,-102.37744,15,1,False,0.52,50.0,0.8
40710502,450856,True,Odessa,Luxurious Home  | Garage Parking  | Near Airport,36,Entire townhouse,Entire townhouse,,1,10,2.5,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.89288,-102.29782,1125,3,False,1.0,150.0,1.0
23117052,17790010,True,Odessa,Long Term Guests Welcomed,2,Private room in house,Private room,4.54,16,10,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.95118,-102.40113,35,2,False,0.66,30.0,0.87
13188291,73796620,True,Odessa,WINDSOR MANOR,2,Entire house,Entire house,4.96,52,20,2.0,2,4.0,6,CANCEL_FLEXIBLE,False,31.87946,-102.36223,1125,3,True,0.8,125.0,0.9
35347628,85433196,True,Odessa,Convenient Bright 3 BR Near Shopping â€” 5 Min,2,Entire house,Entire house,4.77,13,22,2.0,3,4.0,8,CANCEL_FLEXIBLE,False,31.86773,-102.36501,183,3,True,0.79,145.0,0.8
23146647,17790010,True,Odessa,Quiet & Private Room for Business Travelers,2,Private room in house,Private room,4.85,46,10,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.95118,-102.39899,35,2,True,0.69,38.0,0.89
42301197,233003371,False,Odessa,Private Guesthouse,40,Entire guesthouse,Entire guesthouse,,2,17,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.85669,-102.39026,1125,1,True,0.85,65.0,0.9
23508069,13387627,True,Odessa,HOSTESS WITH THE MOSTESS -  Garage Room Sanitized,2,Private room in house,Private room,4.92,38,26,1.0,1,1.0,2,CANCEL_MODERATE,False,31.94363,-102.40274,1125,1,True,0.99,42.0,0.99
38049221,161444114,False,Odessa,"Wildcatter resting grounds, spacious living",2,Entire house,Entire house,4.93,28,98,2.0,4,8.0,10,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.87204,-102.33542,14,1,False,1.0,120.0,0.9
38435778,24951414,False,Odessa,Relaxing Room with Private Bath,2,Private room in house,Private room,,1,7,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.9245,-102.37058,1125,5,True,1.0,50.0,1.0
30043235,210949544,True,Odessa,Private spare room #3,2,Private room in house,Private room,4.94,18,16,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.9336,-102.30022,1125,1,True,1.0,35.0,1.0
29805184,64838149,True,Odessa,Modern Townhouse for Corporate Guests and Families,36,Entire townhouse,Entire townhouse,4.96,25,26,2.0,3,3.0,6,CANCEL_MODERATE,False,31.9221,-102.26862,365,4,True,0.8,139.0,0.9
25082142,189122586,True,Odessa,Quiet Retreat #1,2,Private room in house,Private room,4.75,60,11,1.0,1,1.0,2,CANCEL_MODERATE,False,31.88244,-102.33961,30,2,False,1.0,30.0,0.9
40638325,450856,True,Odessa,Private Bathroom and Garage Parking,36,Private room in townhouse,Private room,,0,10,1.5,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.89478,-102.29871,1125,2,True,1.0,80.0,1.0
43327226,342643084,False,Odessa,Upscale 1BR w/ hotel-like amenities in Odessa,47,Entire serviced apartment,Entire apartment,,0,34,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,31.91967,-102.28493,1125,30,True,1.0,58.0,1.0
43327228,342643084,False,Odessa,Upscale 2BR w/ hotel-like amenities in Odessa,47,Entire serviced apartment,Entire apartment,,0,34,1.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,31.91967,-102.28493,1125,30,True,1.0,72.0,1.0
34449174,184109707,True,Odessa,Gypsy House - ROOM 3,2,Private room in house,Private room,4.86,7,11,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.87709,-102.3493,1125,2,False,0.83,40.0,0.88
35908336,270078383,False,Odessa,Private apartment #z,1,Private room in apartment,Private room,4.67,6,19,1.0,0,1.0,1,CANCEL_FLEXIBLE,False,31.90737,-102.42205,1125,1,True,1.0,55.0,1.0
38746214,296303969,False,Odessa,One bed studio with pool access,53,Entire guest suite,Entire guest suite,4.86,7,11,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.88376,-102.34155,1125,1,False,0.95,44.0,0.95
31537016,236354015,True,Odessa,Peaceful Odessa Home,2,Entire house,Entire house,4.94,34,10,1.0,2,3.0,4,CANCEL_MODERATE,False,31.86559,-102.35083,90,1,True,0.85,83.0,0.95
34514110,184109707,True,Odessa,Gypsy House- Room 5,2,Private room in house,Private room,4.9,10,14,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,31.87898,-102.34944,1125,2,True,0.83,40.0,0.89
31120694,232579918,True,Odessa,"Downtown Desert Cottage, CAL KING BED,",60,Entire cottage,Entire cottage,4.8,50,48,2.0,2,3.0,4,CANCEL_MODERATE,False,31.84799,-102.37149,60,2,True,0.75,75.0,0.85
42487095,153682556,True,Odessa,Right At Home-0dessa Bungalow,2,Entire house,Entire house,4.67,3,39,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,31.8631,-102.3695,1125,1,False,1.0,99.0,1.0
39047833,299264388,True,Odessa,Townhouse Living,36,Entire townhouse,Entire townhouse,4.81,21,9,2.0,2,3.0,4,CANCEL_MODERATE,False,31.90108,-102.35534,14,2,True,0.8,126.0,0.95
37520640,153682556,True,Odessa,Right At Home-Odessa Boxcar Bunkhouse,2,Entire house,Entire house,4.69,16,26,2.0,3,4.0,8,CANCEL_FLEXIBLE,False,31.8644,-102.36573,1125,1,True,1.0,99.0,1.0
43327231,342643084,False,Odessa,Upscale 2BR w/ hotel-like amenities in Odessa,47,Entire serviced apartment,Entire apartment,,0,34,1.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,31.91967,-102.28493,1125,30,True,1.0,71.0,1.0
32242780,450856,True,Odessa,Pristine Privacy and Peace Near Airport,36,Private room in townhouse,Private room,5.0,20,10,1.5,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.89473,-102.29733,1125,2,True,0.9,65.0,0.9
43327230,342643084,False,Odessa,Upscale 1BR w/ hotel-like amenities in Odessa,47,Entire serviced apartment,Entire apartment,,0,34,1.0,1,1.0,3,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,31.91967,-102.28493,1125,30,True,1.0,57.0,1.0
2614374,13387627,True,Odessa,HOSTESS WITH THE MOSTESS - Explorer Room,2,Private room in house,Private room,5.0,81,34,1.0,1,1.0,2,CANCEL_MODERATE,False,31.94189,-102.40237,1125,1,True,0.99,32.0,0.99
38231865,24951414,False,Odessa,Bright room in Contemporary Clean Home,2,Private room in house,Private room,,2,7,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,31.92389,-102.37056,1125,7,True,1.0,40.0,1.0
31548092,103687521,False,Odessa,Great Room in Odessa Texas,2,Private room in house,Private room,4.69,35,5,1.0,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.84562,-102.34731,1125,2,True,0.85,49.0,0.95
38572769,294172888,False,Odessa,"Comfortable, Clean, and quiet room",1,Private room in apartment,Private room,,0,9,0.0,0,0.0,3,CANCEL_FLEXIBLE,False,31.85722,-102.37561,1125,1,True,0.9,69.0,1.0
29901470,24669654,True,Odessa,Adorable Barndominium!,40,Entire guesthouse,Entire guesthouse,4.97,61,12,1.0,2,2.0,4,CANCEL_FLEXIBLE,False,31.8707,-102.34277,1125,1,True,0.85,150.0,0.9
21202020,153145630,True,Odessa,19th hole .  Weekly and monthly rates.,2,Private room in house,Private room,4.79,107,47,1.0,1,1.0,2,CANCEL_MODERATE,False,31.87973,-102.36363,30,1,False,0.9,29.0,0.95
36146040,41916063,True,Odessa,1 bedroom Faudree Casa,1,Entire apartment,Entire apartment,,0,4,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.91232,-102.2886,12,3,True,1.0,125.0,1.0
31592258,13387627,True,Odessa,HOSTESS WITH THE MOSTESS -Lodge Room Sanitized,2,Private room in house,Private room,4.95,37,22,1.0,1,1.0,1,CANCEL_MODERATE,False,31.94379,-102.40112,1125,1,True,0.98,30.0,0.99
31542515,145146842,True,Odessa,Midessa Hotel-W DirecTV/1GB-internet/Minifridge,2,Private room in house,Private room,4.92,13,7,1.5,1,1.0,1,CANCEL_MODERATE,False,31.93848,-102.30883,365,3,True,0.9,43.0,1.0
28937249,218122420,False,Odessa,Pineview Villa,2,Entire house,Entire house,5.0,4,20,2.0,3,4.0,6,CANCEL_FLEXIBLE,False,31.88268,-102.30197,1125,2,True,0.8,130.0,0.85
39481475,1423694,True,Odessa,Oasis between Odessa Midland,2,Entire house,Entire house,5.0,7,17,2.0,3,3.0,6,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.88165,-102.30346,1125,2,True,0.85,135.0,0.9
24118390,57973720,True,Odessa,There's no place like home (away from home)...,2,Private room in house,Private room,4.93,15,6,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.95325,-102.40088,1125,1,True,0.6,80.0,0.8
21983129,160508227,True,Odessa,Home Away from Home,2,Private room in house,Private room,5.0,14,36,1.0,1,1.0,1,CANCEL_MODERATE,False,31.90262,-102.36946,200,2,True,1.0,55.0,1.0
41338463,41916063,True,Odessa,Midessa 1 bedroom,1,Entire apartment,Entire apartment,,1,5,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.91291,-102.2895,30,3,True,1.0,115.0,1.0
42486876,153682556,True,Odessa,Right At Home- Odessa Corporate,2,Entire house,Entire house,,2,18,2.0,3,4.0,8,CANCEL_FLEXIBLE,False,31.86929,-102.35623,1125,1,True,1.0,99.0,1.0
29944415,210949544,True,Odessa,private spare bedroom #1,2,Private room in house,Private room,4.96,28,15,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.93373,-102.3017,1125,1,True,1.0,35.0,1.0
31591462,189122586,True,Odessa,Quiet Retreat #2,2,Private room in house,Private room,4.96,27,6,1.0,1,1.0,2,CANCEL_MODERATE,False,31.88253,-102.34043,14,2,False,1.0,30.0,0.85
43479937,256691806,False,Odessa,Amazing unit with perfect location,1,Private room in apartment,Private room,,0,15,1.0,1,,2,CANCEL_FLEXIBLE,True,31.87379286199526,-102.36281755966372,1125,1,True,1.0,51.0,1.0
22584725,24951414,False,Odessa,Amazing Master Bedroom with Lovely Private Bath,2,Private room in house,Private room,5.0,3,3,1.0,1,1.0,2,CANCEL_FLEXIBLE,False,31.92373,-102.36988,1125,7,True,0.8,50.0,1.0
37128134,145146842,True,Odessa,Midessa Hotel -w DirecTV/1GB Inter./PVT minifride,2,Private room in house,Private room,4.88,16,6,1.5,1,1.0,1,CANCEL_MODERATE,False,31.93809,-102.30896,365,3,True,0.9,43.0,0.9
31146425,184109707,True,Odessa,Gypsy House - Room 2,2,Private room in house,Private room,4.86,14,11,2.0,1,1.0,1,CANCEL_FLEXIBLE,False,31.87735,-102.34931,1125,1,True,0.83,40.0,0.89
11582930,28313742,True,Odessa,Golder Guest House,40,Entire guesthouse,Entire guesthouse,4.94,433,11,1.0,1,2.0,4,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.85698,-102.38273,1125,1,False,0.75,85.0,0.85
24184997,182292808,False,Odessa,3 bedroom fully furnished townhouse,36,Entire townhouse,Entire townhouse,5.0,4,7,2.0,3,3.0,6,CANCEL_FLEXIBLE,False,31.90161,-102.29514,1125,2,True,1.0,130.0,1.0
27020343,162682410,True,Odessa,The Sanctuary 2,1,Private room in apartment,Private room,4.83,12,20,1.0,1,1.0,1,CANCEL_FLEXIBLE,False,31.88104,-102.32149,31,3,True,0.6,70.0,0.7
25029560,53910253,True,Odessa,Modern Townhouse in Midland/Odessa off 191,36,Entire townhouse,Entire townhouse,5.0,14,25,2.0,3,3.0,6,CANCEL_MODERATE,False,31.92307,-102.27054,365,4,True,0.8,139.0,0.9
34497572,13387627,True,Odessa,HOSTESS WITH THE MOSTESS- Cozy RV Retreat,32,Camper/RV,Camper/RV,4.71,7,25,1.0,2,1.0,2,CANCEL_MODERATE,False,31.93016,-102.4081,1125,7,True,0.99,46.0,0.99
32284587,450856,True,Odessa,Polished Peaceful Place Near Airport,36,Private room in townhouse,Private room,4.85,13,17,1.5,1,1.0,2,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.89495,-102.2972,1125,2,True,1.0,70.0,1.0
23238043,103687521,False,Odessa,Room in Odessa Texas,2,Private room in house,Private room,4.48,25,3,1.0,1,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,False,31.84569,-102.34716,1125,2,True,1.0,29.0,0.95
21202019,153145630,True,Odessa,Dreamscape. Weekly and monthly rates,2,Private room in house,Private room,4.79,94,20,1.0,1,1.0,2,CANCEL_MODERATE,False,31.87973,-102.36363,30,1,False,0.85,31.0,0.95
43327229,342643084,False,Odessa,Upscale 2BR w/ hotel-like amenities in Odessa,47,Entire serviced apartment,Entire apartment,,0,34,2.0,2,2.0,5,CANCEL_STRICT_14_WITH_GRACE_PERIOD,True,31.91967,-102.28493,1125,30,True,1.0,68.0,1.0
3811061,13387627,True,Odessa,HOSTESS WITH THE MOSTESS -Navigator Room Sanitized,2,Private room in house,Private room,4.94,80,45,1.0,1,1.0,2,CANCEL_MODERATE,False,31.94339,-102.4019,1125,1,True,0.99,32.0,0.99
42670396,266063094,False,Odessa,Free Breakfast. Outdoor Pool. Gym. Close to the University of Texas Permian Basin! Great for Business Travelers!,37,Entire condominium,Entire condominium,,0,12,1.0,1,1.0,2,CANCEL_MODERATE,False,31.85678,-102.31825,14,2,True,1.0,205.0,1.0
